neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,first_review,review_scores_rating,amnt_self_checkin,amnt_instant_book,amnt_kitchen,amnt_hair_dryer,amnt_free_parking,amnt_wifi,amnt_private_bathroom,amnt_bbq_grill,amnt_washer,amnt_pets_allowed,amnt_clothes_dryer,amnt_heating,amnt_air_conditioning,amnt_workspace,amnt_iron,amnt_pool,amnt_bathtub,amnt_ev_charger,amnt_crib,amnt_king_bed,amnt_gym,amnt_breakfast,amnt_fireplace,amnt_smoking_allowed,amnt_waterfront,amnt_smoke_alarm,amnt_carbon_monoxide_alarm
Bunkyo Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,100000.0,0,,,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Bunkyo Ku,Entire rental unit,Entire home/apt,8,1.0,2.0,5.0,100000.0,0,,,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire serviced apartment,Entire home/apt,4,2.0,2.0,2.0,14550.0,24,2023-12-04,4.42,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire home,Entire home/apt,8,1.0,3.0,6.0,22012.0,15,2024-01-10,4.73,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,15429.0,17,2023-12-26,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,11700.0,14,2023-12-26,4.93,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Kita Ku,Entire home,Entire home/apt,12,1.0,4.0,3.0,14000.0,47,2023-12-10,4.96,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
Koto Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,19758.0,56,2023-12-24,4.88,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,70,2023-12-10,4.67,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,55,2023-12-07,4.69,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Arakawa Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11324.0,52,2024-01-18,4.77,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,66,2023-12-20,4.82,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,56,2023-12-10,4.66,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,41,2023-12-26,4.73,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,75,2023-12-11,4.79,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shinjuku Ku,Entire condo,Entire home/apt,3,1.0,1.0,2.0,18372.0,13,2024-03-16,4.92,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,14557.0,11,2024-02-19,4.64,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,10111.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,7010.0,1,2024-02-29,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,10680.0,1,2024-04-01,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7750.0,2,2024-03-17,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,49,2023-12-16,4.61,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,11829.0,20,2024-01-07,4.8,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire home,Entire home/apt,10,1.0,4.0,5.0,29960.0,54,2024-01-08,4.81,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,84,2023-12-17,4.81,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,11486.0,7,2024-05-27,4.29,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,6050.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,43,2023-12-10,4.72,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,79,2023-12-10,4.78,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,19948.0,1,2025-06-18,4.0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,11789.0,11,2024-07-26,4.82,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,9520.0,4,2024-03-14,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,7010.0,2,2024-02-25,4.5,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Itabashi Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,5130.0,2,2024-02-01,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,5720.0,1,2025-02-24,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,12457.0,2,2024-10-25,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,48,2023-12-18,4.73,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,77,2023-12-24,4.53,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,64,2024-01-01,4.78,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,39,2023-12-09,4.59,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2744.0,4,2025-01-18,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,35,2023-12-17,4.57,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,55,2023-12-11,4.73,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,53,2023-12-24,4.68,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Nerima Ku,Entire home,Entire home/apt,5,1.5,3.0,10.0,17691.0,52,2023-12-10,4.88,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,8746.0,2,2024-11-01,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,5130.0,3,2024-02-24,4.67,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Bunkyo Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,7050.0,3,2024-02-19,4.67,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Koto Ku,Entire rental unit,Entire home/apt,6,1.0,0.0,2.0,14343.0,68,2023-12-24,4.85,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,14557.0,16,2024-02-19,4.63,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9772.0,41,2023-12-14,4.93,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,7050.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire home,Entire home/apt,12,2.0,3.0,10.0,47500.0,41,2024-01-01,4.85,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Edogawa Ku,Room in hotel,Private room,1,1.0,1.0,1.0,8229.0,16,2023-12-23,4.94,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Taito Ku,Entire home,Entire home/apt,8,1.0,2.0,4.0,20160.0,24,2024-02-25,4.58,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,20845.0,9,2023-12-24,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0
Sumida Ku,Entire rental unit,Entire home/apt,10,1.5,3.0,4.0,35435.0,14,2023-12-26,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,13,2025-01-12,4.46,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,8486.0,32,2024-02-01,4.38,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,7050.0,0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,6190.0,1,2024-03-29,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,5720.0,2,2024-02-14,3.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,5040.0,1,2025-03-31,5.0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,18,2025-03-01,4.61,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire home,Entire home/apt,16,1.0,3.0,9.0,12278.0,52,2024-02-10,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,7,2025-03-27,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,8,2025-04-03,4.75,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,4,2025-04-10,4.5,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2744.0,14,2025-01-12,4.86,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2912.0,10,2024-01-07,4.9,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,11486.0,20,2024-01-20,4.35,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bunkyo Ku,Entire home,Entire home/apt,8,1.5,3.0,6.0,35398.0,25,2023-12-31,4.76,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Kita Ku,Entire home,Entire home/apt,9,2.0,4.0,8.0,44620.0,16,2024-11-25,4.94,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1808.0,60,2023-12-09,4.53,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Koto Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,8115.0,33,2023-12-19,4.67,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,5130.0,2,2024-02-28,4.0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,12301.0,31,2024-01-01,4.87,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,13,2023-12-13,4.54,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Edogawa Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,11960.0,59,2023-12-24,4.64,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,11486.0,13,2024-01-10,4.54,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9943.0,5,2024-02-20,4.6,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9572.0,12,2024-01-16,4.67,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9572.0,14,2024-01-13,4.71,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,11,2025-02-16,4.55,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,9,2025-02-15,4.78,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,23929.0,69,2023-12-10,4.9,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,14362.0,31,2023-12-18,4.71,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,13,2024-01-02,4.46,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,15,2024-01-23,4.47,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,14362.0,22,2023-12-25,4.5,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,18,2023-12-12,4.39,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,3,2025-04-19,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,5,2025-04-18,4.8,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2744.0,6,2023-12-17,4.33,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2744.0,21,2023-12-27,4.81,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in bed and breakfast,Shared room,1,0.5,1.0,1.0,2814.0,21,2024-01-08,4.57,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Itabashi Ku,Private room in home,Private room,5,1.0,2.0,2.0,24315.0,14,2023-12-24,4.93,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,2009.0,56,2023-12-11,4.55,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,12,3.0,4.0,10.0,58500.0,38,2023-12-25,4.71,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,29,2023-12-11,4.83,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,18,2024-01-04,4.67,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,26,2023-12-14,4.65,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,23,2023-12-25,4.65,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,18,2023-12-09,4.56,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,5.0,25388.0,24,2023-12-22,4.58,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Chiyoda Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,26510.0,2,2025-01-24,4.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,76,2024-01-02,4.76,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,61,2024-02-27,4.72,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,40,2023-12-18,4.48,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,53,2023-12-10,4.62,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,45,2023-12-29,4.62,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,64,2023-12-16,4.73,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,56,2024-02-08,4.75,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,56,2024-01-01,4.61,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,23575.0,40,2023-12-23,4.53,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,13148.0,19,2023-12-18,4.68,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9908.0,9,2024-01-01,4.44,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9908.0,22,2023-12-25,4.36,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9772.0,12,2023-12-31,4.25,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9772.0,9,2024-02-16,4.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,55,2023-12-24,4.62,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,38,2024-01-01,4.47,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,42,2023-12-17,4.69,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Kita Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,9000.0,28,2024-01-01,4.93,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,38,2023-12-24,4.58,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
