neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,first_review,review_scores_rating,amnt_self_checkin,amnt_instant_book,amnt_kitchen,amnt_hair_dryer,amnt_free_parking,amnt_wifi,amnt_private_bathroom,amnt_bbq_grill,amnt_washer,amnt_pets_allowed,amnt_clothes_dryer,amnt_heating,amnt_air_conditioning,amnt_workspace,amnt_iron,amnt_pool,amnt_bathtub,amnt_ev_charger,amnt_crib,amnt_king_bed,amnt_gym,amnt_breakfast,amnt_fireplace,amnt_smoking_allowed,amnt_waterfront,amnt_smoke_alarm,amnt_carbon_monoxide_alarm
Toshima Ku,Entire villa,Entire home/apt,12,2.0,4.0,7.0,39358.0,4,2025-05-04,4.25,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Shared room in hostel,Shared room,1,3.0,1.0,1.0,1929.0,22,2025-04-06,4.45,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Nerima Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,14950.0,13,2025-03-23,4.92,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Kita Ku,Entire home,Entire home/apt,10,2.0,3.0,5.0,23750.0,7,2025-04-20,4.86,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,21607.0,10,2025-03-24,4.6,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,6823.0,5,2025-03-14,4.8,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Room in hotel,Private room,4,1.0,1.0,2.0,12056.0,1,2025-06-11,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,7247.0,7,2025-03-18,4.86,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Katsushika Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9426.0,9,2025-04-23,4.89,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,7570.0,3,2025-03-20,4.67,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,6704.0,3,2025-03-28,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire home,Entire home/apt,7,2.0,3.0,3.0,33076.0,8,2025-04-11,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,24353.0,5,2025-03-16,4.6,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,15,1.0,3.0,9.0,22794.0,13,2025-03-14,4.46,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,14800.0,2,2025-04-10,5.0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,1,0.5,1.0,1.0,10179.0,18,2025-03-23,4.67,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taito Ku,Room in hotel,Private room,2,0.5,1.0,2.0,14250.0,38,2025-03-24,4.87,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taito Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,12300.0,14,2025-03-09,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,11500.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,8,1.0,2.0,5.0,20700.0,7,2025-03-21,5.0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,5.0,12460.0,9,2025-04-05,3.78,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,15772.0,10,2025-04-25,4.5,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire home,Entire home/apt,8,1.0,2.0,7.0,23280.0,11,2025-03-12,4.91,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
Edogawa Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,10040.0,2,2025-05-26,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,26974.0,2,2025-05-03,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Ota Ku,Private room in rental unit,Private room,2,1.0,1.0,2.0,5820.0,12,2025-03-25,4.75,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8008.0,11,2025-03-13,4.18,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,10572.0,1,2025-05-19,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,10500.0,1,2025-05-30,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,9800.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,20943.0,13,2025-03-17,4.85,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,33950.0,9,2025-03-21,4.89,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,21563.0,7,2025-03-22,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,7,2025-04-04,4.71,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,6,2025-03-31,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Katsushika Ku,Entire rental unit,Entire home/apt,8,1.0,3.0,4.0,12959.0,17,2025-03-08,4.94,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,21503.0,0,,,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,17466.0,0,,,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,4,2025-04-20,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,7,2025-04-18,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,5,2025-03-30,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,10,2025-03-23,4.9,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15046.0,10,2025-03-18,4.9,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire home,Entire home/apt,5,1.0,2.0,5.0,12414.0,7,2025-04-09,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,6.0,22143.0,2,2025-05-01,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Itabashi Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9860.0,3,2025-04-04,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,6287.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,14628.0,5,2025-05-09,4.4,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire home,Entire home/apt,9,2.0,4.0,7.0,26465.0,1,2025-05-05,5.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,17466.0,0,,,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire home,Entire home/apt,11,1.0,2.0,6.0,43715.0,3,2025-04-09,5.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,22723.0,0,,,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,16560.0,4,2025-04-20,5.0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shibuya Ku,Entire home,Entire home/apt,10,2.0,2.0,5.0,49047.0,24,2025-03-13,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,23286.0,6,2025-04-02,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,8,1.0,2.0,4.0,40000.0,16,2025-03-20,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9360.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,6287.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,1,0.5,0.0,1.0,5929.0,5,2025-04-13,4.4,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,18097.0,2,2025-05-03,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Adachi Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,7000.0,6,2025-03-22,4.83,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,18000.0,9,2025-03-22,4.56,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumida Ku,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,19318.0,6,2025-04-11,4.67,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,18000.0,9,2025-03-24,4.67,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shibuya Ku,Entire home,Entire home/apt,7,2.0,3.0,5.0,59586.0,5,2025-04-17,4.4,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,12800.0,1,2025-04-13,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9360.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,6287.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9360.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,6287.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,8718.0,2,2025-03-18,5.0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9360.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Mitaka Shi,Entire home,Entire home/apt,4,1.0,1.0,2.0,17507.0,6,2025-04-30,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,11284.0,2,2025-05-05,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,4.0,10800.0,1,2025-06-13,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10179.0,1,2025-03-29,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,13576.0,2,2025-03-27,4.5,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,14419.0,5,2025-04-18,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,6803.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,67026.0,17,2025-03-24,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,1,2025-03-18,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,2,2025-03-18,4.5,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,24435.0,20,2025-03-15,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Bunkyo Ku,Entire rental unit,Entire home/apt,10,2.0,2.0,8.0,31000.0,8,2025-04-13,4.88,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
Toshima Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,16792.0,5,2025-03-24,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Setagaya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,8000.0,0,,,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Katsushika Ku,Entire home,Entire home/apt,8,1.0,2.0,0.0,11315.0,0,,,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Taito Ku,Entire condo,Entire home/apt,4,1.0,1.0,3.0,20633.0,11,2025-03-10,4.91,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire home,Entire home/apt,8,1.0,2.0,7.0,13354.0,9,2025-03-12,4.89,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15246.0,8,2025-04-29,4.88,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,20172.0,9,2025-03-27,4.67,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,2,2025-03-22,4.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Itabashi Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,6650.0,6,2025-04-03,4.33,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,3,2025-03-18,4.33,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,17800.0,13,2025-03-12,4.69,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinagawa Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,14072.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinagawa Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,14072.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinagawa Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,12500.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Katsushika Ku,Entire home,Entire home/apt,8,1.0,2.0,4.0,17486.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinagawa Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,12500.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinagawa Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,14072.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,1,2025-03-19,3.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,3,2025-03-19,4.67,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,17400.0,12,2025-03-17,4.42,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,21944.0,12,2025-03-16,4.83,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,32843.0,6,2025-04-15,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edogawa Ku,Entire home,Entire home/apt,10,1.5,3.0,6.0,30000.0,3,2025-05-21,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,8333.0,6,2025-03-09,4.33,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,8740.0,5,2025-03-08,4.2,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Edogawa Ku,Entire townhouse,Entire home/apt,5,1.0,2.0,3.0,19978.0,4,2025-03-24,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Itabashi Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,10000.0,8,2025-03-25,4.63,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,2,2025-03-16,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,7073.0,2,2025-03-19,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5840.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Suginami Ku,Entire home,Entire home/apt,8,1.0,2.0,3.0,18400.0,7,2025-03-12,4.29,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire home,Entire home/apt,8,1.0,2.0,6.0,10000.0,0,,,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,5,1.0,2.0,5.0,29244.0,8,2025-04-14,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Edogawa Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,8675.0,3,2025-04-01,4.33,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,12533.0,5,2025-03-26,4.6,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire home,Entire home/apt,6,1.0,3.0,5.0,47975.0,9,2025-03-16,4.89,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
